num_sample,est_mean,ss,ess,w_mean,w_ss,wf_mean,wf_ss
100,14.356152534484863,3.430767888453452,18.731021881103516,0.051246095448732376,0.10728152096271515,0.7356967926025391,1.5840089321136475
200,14.901884078979492,3.3776158685807474,37.08582305908203,0.04880673438310623,0.1025519073009491,0.7273123264312744,1.555712103843689
500,15.063726425170898,3.07521500494846,90.18916320800781,0.04975229501724243,0.10616040229797363,0.7494550347328186,1.6433231830596924
1000,14.778966903686523,3.1318586233879793,199.078125,0.05587586760520935,0.11213072389364243,0.8257875442504883,1.70889413356781
2000,14.893519401550293,3.156881741290163,375.03704833984375,0.05245357006788254,0.1092115119099617,0.7812183499336243,1.667724847793579
5000,14.884978294372559,3.172306877011749,944.1301879882812,0.05381379276514053,0.11154834926128387,0.801017165184021,1.7068382501602173
10000,14.836174964904785,3.1857839714800895,1863.6531982421875,0.05230308696627617,0.1092902272939682,0.7759777903556824,1.6624361276626587
