num_sample,mu_est,ci_low,ci_high
100,0.043838314905297014,0.03315223033232689,0.054524399478267135
200,0.04431842069774575,0.03677176375317177,0.05186507764231973
500,0.04258359942294192,0.038310752703402666,0.04685644614248117
1000,0.04086057150187025,0.03763763178615846,0.04408351121758204
2000,0.042656415695896954,0.04041299870470501,0.0448998326870889
5000,0.04100367210199297,0.039616876250062445,0.04239046795392349
10000,0.04225306714456126,0.04125377676922364,0.04325235751989887
20000,0.041877901606248,0.041185392677567684,0.04257041053492831
50000,0.041649342189231255,0.041210642126339805,0.042088042252122704
