num_sample,p_est,ci_low,ci_high
100,0.38087520676988457,0.031131689637661164,0.7306187239021082
200,0.7400223259522126,0.5559516651182975,0.9240929867861277
500,0.5803388942105348,0.4051475654759306,0.7555302229451388
1000,0.5912054537121118,0.3922234098347961,0.7901874975894274
2000,0.626413282645923,0.5562009082460124,0.6966256570458338
5000,0.603771008139115,0.5653031683225036,0.6422388479557264
10000,0.6023341011679522,0.5631784587159061,0.6414897436199982
