num_sample,p_est,ci_low,ci_high
100,0.6263460443885495,0.031015141303185167,1.2216769474739138
200,0.7718101244350978,0.512384673499227,1.0312355753709685
500,0.6384796340433259,0.45300488295339436,0.8239543851332574
1000,0.5756325963343569,0.02024763628694637,1.1310175563817675
